1790,George Washington,fellowcitizens senate house representatives embrace great satisfaction opportunity now presents itself congratulating present favorable prospects public affairs. recent accession important state north carolina constitution united states official information received rising credit respectability country general increasing good toward government union concord peace plenty blessed circumstances auspicious eminent degree national prosperity. resuming consultations general good derive encouragement reflection measures last session satisfactory constituents novelty difficulty work allowed hope. still further realize expectations secure blessings gracious providence placed within reach course present important session call cool deliberate exertion patriotism firmness wisdom. among many interesting objects engage attention providing common defense merit particular regard. prepared war one most effectual means preserving peace. free people ought only armed disciplined end uniform welldigested plan requisite safety interest require promote such manufactories tend render independent others essential particularly military supplies. proper establishment troops may deemed indispensable entitled mature consideration. arrangements may made respecting importance conciliate comfortable support officers soldiers due regard economy. there reason hope pacific measures adopted regard certain hostile tribes indians relieved inhabitants southern western frontiers depredations perceive information contained papers direct laid before comprehending communication commonwealth virginia ought prepared afford protection those parts union necessary punish aggressors. interests united states require intercourse other nations facilitated such provisions enable me fulfill my duty respect manner circumstances may render most conducive public good end compensation made persons may employed according nature appointments defined law competent fund designated defraying expenses incident conduct foreign affairs. various considerations also render expedient terms foreigners may admitted rights citizens speedily ascertained uniform rule naturalization. uniformity currency weights measures united states object great importance am persuaded duly attended to. advancement agriculture commerce manufactures proper means trust need recommendation forbear intimating expediency giving effectual encouragement well introduction new useful inventions abroad exertions skill genius producing home facilitating intercourse between distant parts country due attention postoffice postroads. nor am less persuaded agree me opinion there nothing better deserve patronage promotion science literature. knowledge every country surest basis public happiness. one measures government receive impressions immediately sense community ours proportionably essential. security free constitution contributes various waysby convincing those intrusted public administration every valuable end government best answered enlightened confidence people teaching people themselves know value own rights discern provide against invasions distinguish between oppression necessary exercise lawful authority between burthens proceeding disregard convenience those resulting inevitable exigencies society discriminate spirit liberty licentiousness cherishing first avoiding lastand uniting speedy temperate vigilance against encroachments inviolable respect laws. whether desirable object best promoted affording aids seminaries learning already established institution national university other expedients well worthy place deliberations legislature. gentlemen house representatives saw peculiar pleasure close last session resolution entered into expressive opinion adequate provision support public credit matter high importance national honor prosperity. sentiment entirely concur perfect confidence best endeavors devise such provision truly end add equal reliance cheerful cooperation other branch legislature. superfluous specify inducements measure character interests united states obviously deeply concerned received explicit sanction declaration. gentlemen senate house representatives directed proper officers lay before respectively such papers estimates regard affairs particularly recommended consideration necessary convey information state union my duty afford. welfare country great object cares efforts ought directed derive great satisfaction cooperation pleasing though arduous task insuring fellow citizens blessings right expect free efficient equal government.
1790,George Washington,fellowcitizens senate house representatives meeting again feel much satisfaction being able repeat my congratulations favorable prospects continue distinguish public affairs. abundant fruits another year blessed country plenty means flourishing commerce. progress public credit witnessed considerable rise american stock abroad well home revenues allotted other national purposes productive beyond calculations regulated. latter circumstance pleasing only proof fertility resources assures further increase national respectability credit let me add bears honorable testimony patriotism integrity mercantile marine part citizens. punctuality former discharging engagements exemplary. conformity powers vested me acts last session loan 3000000 florins toward some provisional measures previously taken place completed holland. well celerity filled nature terms considering ordinary demand borrowing created situation europe give reasonable hope further execution those powers may proceed advantage success. secretary treasury my directions communicate such further particulars may requisite precise information. since last sessions received communications appears district kentucky present part virginia concurred certain propositions contained law state consequence district become distinct member union case requisite sanction congress added. sanction application now made. cause papers very transaction laid before you. liberality harmony conducted found great honor both parties sentiments warm attachment union present government expressed fellow citizens kentucky fail add affectionate concern particular welfare great national impressions under decide case submitted you. heretofore known congress frequent incursions made frontier settlements certain banditti indians northwest side ohio. these some tribes dwelling near wabash late particularly active depredations being emboldened impunity crimes aided such parts neighboring tribes seduced join hostilities afford retreat prisoners plunder instead listening humane invitations overtures made part united states renewed violences fresh alacrity greater effect. lives number valuable citizens thus sacrificed some under circumstances peculiarly shocking whilst others carried into deplorable captivity. these aggravated provocations rendered essential safety western settlements aggressors made sensible government union less capable punishing crimes disposed respect rights reward attachments. object effected defensive measures became necessary put force act empowers president call out militia protection frontiers accordingly authorized expedition regular troops quarter combined such drafts militia deemed sufficient. event measure yet unknown me. secretary war directed lay before statement information founded well estimate expense attended. disturbed situation europe particularly critical posture great maritime powers whilst ought make thankful general peace security enjoyed united states reminds same time circumspection becomes preserve these blessings. requires also overlook tendency war even preparations war among nations most concerned active commerce country abridge means thereby least enhance price transporting valuable productions markets. recommend serious reflections how far mode may expedient guard against embarrassments these contingencies such encouragements own navigation render commerce agriculture less dependent foreign bottoms may fail very moments most interesting both these great objects. fisheries transportation own produce offer abundant means guarding ourselves against evil. attention seems less due particular branch trade belongs mediterranean. many circumstances unite rendering present state distressful think deliberations misemployed may lead relief protection. laws already passed establishment judiciary system opened doors justice descriptions persons. consider wisdom whether improvements system may yet made particularly whether uniform process execution sentences issuing federal courts desirable through states. patronage commerce merchants sea men called appointment consuls foreign countries. seems expedient regulate law exercise jurisdiction those functions permitted either express convention friendly indulgence places residence. consular convention too most christian majesty stipulated certain cases aid national authority consuls established here. some legislative provision requisite carry these stipulations into full effect. establishment militia mint standards weights measures post office post roads subjects presume resume course abundantly urged own importance. gentlemen house representatives sufficiency revenues established objects appropriated leaves doubt residuary provisions commensurate other objects public faith stands now pledged. allow me moreover hope favorite policy merely secure payment interest debt funded far fast growing resources country permit exonerate principal itself. appropriation made western land explains dispositions subject am persuaded sooner valuable fund made contribute along other means actual reduction public debt salutary measure every public interest well satisfactory constituents. gentlemen senate house representatives pursuing various weighty business present session indulge fullest persuasion consultation equally marked wisdom animated love country. whatever belongs my duty cooperation undiminished zeal welfare inspire. happy both best reward successful administration respective trusts make established government instrumental promoting good fellow citizens object attachment confidence. go. washington
1791,George Washington,fellowcitizens senate house representatives vain may expect peace indians frontiers long lawless set unprincipled wretches violate rights hospitality infringe most solemn treaties without receiving punishment justly merit. meet upon present occasion feelings naturally inspired strong impression prosperous situations common country persuasion equally strong labors session just commenced under guidance spirit less prudent patriotic issue measures conducive stability increase national prosperity. numerous providential blessings demand grateful acknowledgments abundance another year again rewarded industry husbandman too important escape recollection. own observations respective situations satisfied progressive state agriculture manufactures commerce navigation. tracing causes remarked particular pleasure happy effects revival confidence public well private constitution laws united states eminently contributed observed less interest new decisive proofs increasing reputation credit nation. nevertheless fail derive satisfaction confirmation these circumstances disclosed several official communications made course deliberations. rapid subscriptions bank united states completed sum allowed subscribed single day among striking pleasing evidences present themselves only confidence government resource community. interval recess due attention paid execution different objects specially provided laws resolutions last session. among most important these defense security western frontiers. accomplish most humane principles primary wish. accordingly same time treaties provisionally concluded other proper means used attach wavering confirm friendship welldisposed tribes indians effectual measures adopted make those hostile description sensible pacification desired upon terms moderation justice. those measures having proved unsuccessful became necessary convince refractory power united states punish depredations. offensive operations therefore directed conducted however consistently possible dictates humanity. some these crowned full success others yet depending. expeditions completed carried under authority expense united states militia kentucky whose enterprise intrepidity good conduct entitled peculiar commendation. overtures peace still continued deluded tribes considerable numbers individuals belonging lately renounced further opposition removed former situations placed themselves under immediate protection united states. sincerely desired need coercion future may cease intimate intercourse may succeed calculated advance happiness indians attach firmly united states. order seems necessarythat experience benefits impartial dispensation justice. mode alienating lands main source discontent war defined regulated obviate imposition far may practicable controversy concerning reality extent alienations made. commerce promoted under regulations tending secure equitable deportment toward such rational experiments made imparting blessings civilization may time time suit condition. executive united states enabled employ means indians long accustomed uniting immediate interests preservation peace. efficacious provision made inflicting adequate penalties upon those violating rights infringe treaties endanger peace union. system corresponding mild principles religion philanthropy toward unenlightened race men whose happiness materially depends conduct united states honorable national character conformable dictates sound policy. powers specially vested me act laying certain duties distilled spirits respect subdivisions districts into surveys appointment officers assignment compensations likewise carried into effect. manner both materials experience wanting guide calculation readily conceived there must difficulty such adjustment rates compensation conciliate reasonable competency proper regard limits prescribed law. hoped circumspection used found result secured last two objects probable view first some instances revision provision found advisable. impressions law received community upon whole such expected among enlightened welldisposed citizens propriety necessity measure. novelty however tax considerable part united states misconception some provisions given occasion particular places some degree discontent satisfactory know disposition yields proper explanations just apprehensions true nature law entertain full confidence give way motives arise out just sense duty virtuous regard public welfare. there circumstances law consistently main design may varied remove wellintentioned objections may happen exist consist wise moderation make proper variations. desirable occasions unite steady firm adherence constitutional necessary acts government fullest evidence disposition far may practicable consult wishes every part community lay foundations public administration affections people. pursuant authority contained several acts subject district 10 miles square permanent seat government united states fixed announced proclamation district comprehend lands both sides river potomac towns alexandria georgetown. city also laid out agreeably plan placed before congress there prospect favored rate sales already taken place ample funds carrying necessary public buildings there every expectation due progress. completion census inhabitants provision made law duly notified excepting one instance return informal another omitted miscarried returns officers charged duty laid before give pleasing assurance present population united states borders 4000000 persons. proper also inform further loan 2500000 florins completed holland terms similar those one last announced except small reduction charges. another like terms 6000000 florins set foot under circumstances assured immediate completion. gentlemen senate two treaties provisionally concluded cherokees six nations indians laid before consideration ratification. gentlemen house representatives entering upon discharge legislative trust must anticipate pleasure many difficulties necessarily incident first arrangements new government extensive country happily surmounted zealous judicious exertions predecessors cooperation other branch legislature. important objects remain accomplished am persuaded conducted upon principles equally comprehensive equally well calculated advancement general weal. time limited receiving subscriptions loans proposed act making provision debt united states having expired statements proper department soon possible apprise exact result. enough however known already afford assurance views act substantially fulfilled. subscription domestic debt united states embraced far greatest proportion debt affording same time proof general satisfaction public creditors system proposed acceptance spirit accommodation convenience government actuated. subscriptions debts respective states far provisions law permitted may said yet general. part debt united states remains unsubscribed naturally engage further deliberations. particularly pleasing me able announce revenues established promise adequate objects may permitted unforeseen exigency occurs supersede present necessity new burthens upon constituents. object claim early attention provision current service ensuing year together such ascertained demands upon treasury require immediately discharged such casualties may arisen execution public business specific appropriation may yet made proper estimate laid before you. gentlemen senate house representatives content myself general reference former communications several objects upon urgency other affairs hitherto postponed definitive resolution. importance recall attention trust progress already made most arduous arrangements government afford leisure resume advantage. these however some forbear particular mention. these militia post office post roads mint weights measures provision sale vacant lands united states. first certainly object primary importance whether viewed reference national security satisfaction community preservation order. connection establishment competent magazines arsenals fortification such places peculiarly important vulnerable naturally present themselves consideration. safety united states under divine protection ought rest basis systematic solid arrangements exposed little possible hazards fortuitous circumstances. importance post office post roads plan sufficiently liberal comprehensive respect expedition safety facility communication increased instrumentality diffusing knowledge laws proceedings government while contributes security people serves also guard against effects misrepresentation misconception. establishment additional cross posts especially some important points western northern parts union fail material utility. disorders existing currency especially scarcity small change scarcity peculiarly distressing poorer classes strongly recommend carrying into immediate effect resolution already entered into concerning establishment mint. measures taken pursuant resolution procuring some most necessary artists together requisite apparatus. uniformity weights measures country among important objects submitted constitution derived standard once invariable universal must less honorable public councils conducive public convenience. provision sale vacant lands united states particularly urged among other reasons important considerations pledged fund reimbursing public debt timely judiciously applied may save necessity burthening citizens new taxes extinguishment principal being free discharge principal limited proportion opportunity ought lost availing public right. go. washington
1792,George Washington,fellowcitizens senate house representatives some abatement satisfaction meet present occasion felicitating continuance national prosperity generally am able add information indian hostilities some time past distressed northwestern frontier terminated. am persuaded learn less concern communicate reiterated endeavors toward effecting pacification hitherto issued only new outrageous proofs persevering hostility part tribes whom contest. earnest desire procure tranquillity frontier stop further effusion blood arrest progress expense forward prevalent wish nation peace led strenuous efforts through various channels accomplish these desirable purposes making efforts consulted less my own anticipations event scruples some considerations calculated inspire wish find object attainable attainable ascertain unequivocally such case. detail measures pursued consequences laid before while confirm want success thus far trust evince means proper efficacious devised employed. issue some indeed still depending favorable one though despaired promised anything yet happened. course attempts made some valuable citizens fallen victims zeal public service. sanction commonly respected even among savages found instance insufficient protect massacre emissaries peace. presume duly considered whether occasion does call exercise liberality toward families deceased. must add concern informed besides continuation hostile appearances among tribes north ohio some threatening symptoms late revived among some those south it. part cherokees known name chickamaugas inhabiting five villages tennessee river long practice committing depredations neighboring settlements. hoped treaty holston made cherokee nation july 1791 prevented repetition such depredations event answered hope. chickamaugas aided some banditti another tribe vicinity recently perpetrated wanton unprovoked hostilities upon citizens united states quarter. information received subject laid before you. hitherto defensive precautions only strictly enjoined observed. understood breach treaty aggression whatsoever part united states citizens even alleged pretext spirit hostility quarter. reason believe every practicable exertion made pursuant provision law purpose prepared alternative prosecution war event failure pacific overtures. large proportion troops authorized raised recruited though number still incomplete pains taken discipline put condition particular kind service performed. delay operations besides being dictated measures pursuing toward pacific termination war itself deemed preferable immature efforts. statement proper department regard number troops raised some other points suggested afford precise information guide legislative consultations among other things enable congress judge whether some additional stimulus recruiting service may advisable. looking forward future expense operations may found inevitable derive consolation information receive product revenues present year likely supersede necessity additional burthens community service ensuing year. however better ascertained course session proper add information alluded proceeds upon supposition material extension spirit hostility. dismiss subject indian affairs without again recommending consideration expediency adequate provision giving energy laws throughout interior frontier restraining commission outrages upon indians without pacific plans must prove nugatory. enable competent rewards employment qualified trusty persons reside among agents also contribute preservation peace good neighborhood. addition these expedients eligible plan devised promoting civilization among friendly tribes carrying trade upon scale equal wants under regulations calculated protect imposition extortion influence cementing interest ours considerable. prosperous state revenue intimated. still case impediments some places continue embarrass collection duties spirits distilled within united states. these impediments lessened lessening local extent applied community large contentment law appears progressive. symptoms increased opposition having lately manifested themselves certain quarters judged special interposition my part proper advisable under impression issued proclamation warning against unlawful combinations proceedings having object tending obstruct operation law question announcing lawful ways means strictly put execution bringing justice infractors thereof securing obedience thereto. measures also taken prosecution offenders congress may assured nothing within constitutional legal limits may depend upon me wanting assert maintain just authority laws. fulfilling trust count entirely upon full cooperation other departments government upon zealous support good citizens. forbear bring again into view legislature subject revision judiciary system. representation judges supreme court laid before points out some inconveniences experienced. course execution laws considerations arise out structure system some cases tend relax efficacy. connected subject provisions facilitate taking bail upon processes out courts united states supplementary definition offenses against constitution laws union punishment such offenses presumed found worthy particular attention. observations value peace other nations unnecessary. wise however timely provisions guard against those acts own citizens might tend disturb put ourselves condition give satisfaction foreign nations may sometimes occasion require them. particularly recommend consideration means preventing those aggressions citizens territory other nations other infractions law nations furnishing just subject complaint might endanger peace general maintenance friendly intercourse foreign powers presented attention expiration law purpose takes place renewed close present session. execution authority given legislature measures taken engaging some artists abroad aid establishment mint. others employed home. provision made requisite buildings these now putting into proper condition purposes establishment. there also small beginning coinage half dimes want small coins circulation calling first attention them. regulation foreign coins correspondency principles national coinage being essential due operation order money concerns doubt resumed completed. represented some provisions law establishes post office operate experiment against transmission news papers distant parts country. upon due inquiry found fact full conviction importance facilitating circulation political intelligence information doubt lead application remedy. adoption constitution state kentucky notified me. legislature share me satisfaction arises event interesting happiness part nation relates conducive general order. proper likewise inform since my last communication subject further execution acts severally making provision public debt reduction thereof three new loans effected each 3000000 florinsone antwerp annual interest 4.5 allowance 4 lieu charges other 2 amsterdam annual interest 4 allowance 5.5 one case 5 other lieu charges. rates these loans circumstances under made confirmations high state credit abroad. among objects these funds directed applied payment debts due certain foreign officers according provision made during last session embraced. gentlemen house representatives entertain strong hope state national finances now sufficiently matured enable enter upon systematic effectual arrangement regular redemption discharge public debt according right reserved government. measure desirable whether viewed eye intrinsic importance general sentiment wish nation. provision likewise requisite reimbursement loan made bank united states pursuant eleventh section act incorporated. fulfilling public stipulations particular expected valuable saving made. appropriations current service ensuing year such extraordinaries may require provision demand doubt engage early attention. gentlemen senate house representatives content myself recalling attention generally such objects particularized my present suggested my former communications you. various temporary laws expire during present session. among these regulates trade intercourse indian tribes merit particular notice. results common deliberations hitherto trust productive solid durable advantages constituents such conciliating ultimate suffrage tend strengthen confirm attachment constitution government upon under divine providence materially depend union safety happiness. still further promote secure these inestimable ends there nothing powerful tendency careful cultivation harmony combined due regard stability public councils. go. washington
1793,George Washington,fellowcitizens senate house representatives since commencement term again called into office fit occasion arisen expressing my fellow citizens large deep respectful sense feel renewed testimony public approbation. while one hand awakened my gratitude those instances affectionate partiality honored my country other prevent earnest wish retirement private consideration ever torn me. influenced belief my conduct estimated according real motives people authorities derived support exertions having nothing personal object obeyed suffrage commanded me resume executive power humbly implore being whose fate nations depends crown success mutual endeavors general happiness. soon war europe embraced those powers whom united states most extensive relations there reason apprehend intercourse might interrupted disposition peace drawn into question suspicions too often entertained belligerent nations. seemed therefore my duty admonish citizens consequences contraband trade hostile acts parties obtain declaration existing legal state things easier admission right immunities belonging situation. under these impressions proclamation laid before issued. posture affairs both new delicate resolved adopt general rules conform treaties assert privileges united states. these reduced into system communicated you. although thought myself liberty forbid sale prizes permitted treaty commerce france brought into ports refused cause restored taken within protection territory vessels commissioned equipped warlike form within limits united states. rests wisdom congress correct improve enforce plan procedure probably found expedient extend legal code jurisdiction courts united states many cases though dependent principles already recognized demand some further provisions. individuals within united states array themselves hostility against powers war enter upon military expeditions enterprises within jurisdiction united states usurp exercise judicial authority within united states penalties violations law nations may indistinctly marked inadequatethese offenses receive too early close attention require prompt decisive remedies. whatsoever those remedies may well administered judiciary possess longestablished course investigation effectual process officers habit executing it. like manner several courts doubted under particular circumstances power liberate vessels nation peace even citizen united states although seized under false color being hostile property denied power liberate certain captures within protection territory seem proper regulate jurisdiction these points. executive resort either two lastmentioned cases hoped authorized law facts ascertained courts own information request it. recommend notice measures fulfillment duties rest world without again pressing upon necessity placing ourselves condition complete defense exacting fulfillment duties toward us. united states ought indulge persuasion contrary order human events forever keep distance those painful appeals arms history every other nation abounds. there rank due united states among nations withheld absolutely lost reputation weakness. desire avoid insult must able repel desire secure peace one most powerful instruments rising prosperity must known times ready war. documents presented shew amount kinds arms military stores now magazines arsenals yet addition even these supplies prudence neglected leave nothing uncertainty procuring warlike apparatus moment public danger. nor such arrangements such objects exposed censure jealousy warmest friends republican government. incapable abuse hands militia ought possess pride being depository force republic may trained degree energy equal every military exigency united states. inquiry too solemnly pursued whether act effectually provide national defense establishing uniform militia throughout united states organized produce full effect whether own experience several states detected some imperfections scheme whether material feature improvement ought afford opportunity study those branches military art scarcely ever attained practice alone. connection united states europe become extremely interesting. occurrences relate passed under knowledge executive exhibited congress subsequent communication. contemplate war frontiers may truly affirmed every reasonable effort made adjust causes dissension indians north ohio. instructions given commissioners evince moderation equity proceeding sincere love peace liberality having restriction essential interests dignity united states. attempt however amicable negotiation having frustrated troops marched act offensively. although proposed treaty arrest progress military preparation doubtful how far advance season before good faith justified active movements may retard during remainder year. papers intelligence relate important subject determine whether deficiency number troops granted law compensated succors militia additional encouragements proposed recruits. anxiety also demonstrated executive peace creeks cherokees. former relieved corn clothing offensive measures against prohibited during recess congress. satisfy complaints latter prosecutions instituted violences committed upon them. papers delivered disclose critical footing stand regard both those tribes congress pronounce done. after provided present emergency merit most serious labors render tranquillity savages permanent creating ties interest. next rigorous execution justice violators peace establishment commerce indian nations behalf united states most likely conciliate attachment. ought conducted without fraud without extortion constant plentiful supplies ready market commodities indians stated price give payment receive exchange. individuals pursue such traffic unless allured hope profit enough united states reimbursed only. recommendation accord opinion congress recollect accomplished means yet hands executive. gentlemen house representatives commissioners charged settlement accounts between united states individual states concluded important function within time limited law balances struck report laid before congress placed books treasury. first day june last installment 1000000 florins became payable loans united states holland. adjusted prolongation period reimbursement nature new loan interest 5 term ten years expenses operation commission 3. first installment loan 2000000 bank united states paid directed law. second necessary provision made. pecuniary consideration urgent regular redemption discharge public debt. none delay injurious economy time valuable. productiveness public revenues hitherto continued equal anticipations formed expected prove commensurate objects suggested. some auxiliary provisions therefore presumed requisite hoped these may made consistently due regard convenience citizens sensible true wisdom encountering small present addition contributions obviate future accumulation burthens. here forbear recommend repeal tax transportation public prints. there resource firm government united states affections people guided enlightened policy primary good nothing conduce faithful representation public proceedings diffused without restraint throughout united states. estimate appropriations necessary current service ensuing year statement purchase arms military stores made during recess presented congress. gentlemen senate house representatives several subjects now referred open wide range deliberations involve some choicest interests common country. permit me bring remembrance magnitude task. without unprejudiced coolness welfare government may hazarded without harmony far consists freedom sentiment dignity may lost. legislative proceedings united states never trust reproached want temper candor public happiness languish want my strenuous warmest cooperation. go. washington
1794,George Washington,fellowcitizens senate house representatives call mind gracious indulgence heaven american people became nation survey general prosperity country look forward riches power happiness seems destined deepest regret announce during recess some citizens united states found capable insurrection. due however character government stability shaken enemies order freely unfold course event. during session year 1790 expedient exercise legislative power granted constitution united states lay collect excises. majority states scarcely objection heard mode taxation. some indeed alarms first conceived until banished reason patriotism. four western counties pennsylvania prejudice fostered imbittered artifice men labored ascendency over others guidance passions produced symptoms riot violence. well known congress hesitate examine complaints presented relieve far justice dictated general convenience permit. impression moderation made discontented correspond deserved. arts delusion longer confined efforts designing individuals. very forbearance press prosecutions misinterpreted into fear urging execution laws associations men began denounce threats against officers employed. belief formal concert operation might defeated certain selfcreated societies assumed tone condemnation. hence while greater part pennsylvania itself conforming themselves acts excise few counties resolved frustrate them. now perceived every expectation tenderness hitherto pursued unavailing further delay only create opinion impotency irresolution government. legal process therefore delivered marshal against rioters delinquent distillers. sooner understood engaged duty vengeance armed men aimed person person property inspector revenue. fired upon marshal arrested him detained him some time prisoner. obliged jeopardy life renounce service other process west side allegheny mountain deputation afterwards sent him demand surrender served. numerous body repeatedly attacked house inspector seized papers office finally destroyed fire buildings whatsoever contained. both these officers just regard safety fled seat government being avowed motives such outrages compel resignation inspector withstand force arms authority united states thereby extort repeal laws excise alteration conduct government. upon testimony these facts associate justice supreme court united states notified me counties washington allegheny pennsylvania laws united states opposed execution thereof obstructed combinations too powerful suppressed ordinary course judicial proceedings powers vested marshal district. call momentous extreme sought weighted might best subdue crisis. one hand judiciary pronounced stripped capacity enforce laws crimes reached very existence social order perpetrated without control friends government insulted abused overawed into silence apparent acquiescence yield treasonable fury small portion united states violate fundamental principle constitution enjoins majority prevail. other array citizen against citizen publish dishonor such excesses encounter expense other embarrassments distant expedition steps too delicate too closely interwoven many affecting considerations lightly adopted. postponed therefore summoning militia immediately into field required held readiness my anxious endeavors reclaim deluded convince malignant danger fruitless military force might prepared act before season too far advanced. my proclamation 7th august last accordingly issued accompanied appointment commissioners charged repair scene insurrection. authorized confer bodies men individuals. instructed candid explicit stating sensations excited executive earnest wish avoid resort coercion represent however without submission coercion must resort invite same time return demeanor faithful citizens such accommodations lay within sphere executive power. pardon too tendered government united states pennsylvania upon other condition satisfactory assurance obedience laws. although report commissioners marks firmness abilities must unite virtuous men shewing means conciliation exhausted those committed abetted tumults subscribe mild form proposed atonement indications peaceable temper neither sufficiently general nor conclusive recommend warrant further suspension march militia. thus painful alternative discarded. ordered militia march after once admonishing insurgents my proclamation 25th september last. task too difficult ascertain precision lowest degree force competent quelling insurrection. respect indeed economy ease my fellow citizens belonging militia gratified me accomplish such estimate. my very reluctance ascribe too much importance opposition extent accurately seen decided inducement smallest efficient numbers. uncertainty therefore put into motion fifteen thousand men being army according human calculation prompt adequate every view might perhaps rendering resistance desperate prevent effusion blood. quotas assigned states new jersey pennsylvania maryland virginia governor pennsylvania having declared occasion opinion justified requisition other states. commander chief militia called into actual service united states visited places general rendezvous obtain exact information direct plan ulterior movements. there room persuasion laws secure obstruction civil magistrate able bring justice such most culpable embraced proffered terms amnesty may deemed fit objects example friends peace good government need aid countenance ought always receive trust ever receive against vicious turbulent caught avidity opportunity restoring militia families homes. succeeding intelligence tended manifest necessity done being now confessed those inclined exaggerate ill conduct insurgents malevolence pointed merely particular law spirit inimical order actuated many offenders. state things afforded reason continuance my presence army withholden. every appearance assuring such issue redound reputation strength united states judged most proper resume my duties seat government leaving chief command governor virginia. still however probable commotion like present whatsoever may pretense purposes mischief revenge may laid aside stationing small force certain period four western counties pennsylvania indispensable whether contemplate situation those connected execution laws others may exposed themselves honorable attachment them. thirty days commencement session being legal limitation employment militia congress too early occupied subject. among discussions may arise aspect affairs documents submitted congress escape observation only inspector revenue other officers united states pennsylvania fidelity discharge functions sustained material injuries property. obligation policy indemnifying strong obvious. may also merit attention whether policy enlarge provision retribution other citizens though under ties office may suffered damage generous exertions upholding constitution laws. amount even injured included great future emergencies government amply repaid influence example incurs loss defense find recompense liberality. while there cause lament occurrences nature disgraced name interrupted tranquillity part community diverted new application portion public resources there wanting real substantial consolations misfortune. demonstrated prosperity rests solid foundations furnishing additional proof my fellow citizens understand true principles government liberty feel inseparable union notwithstanding devices used sway interest duty ready maintain authority laws against licentious invasions defend rights against usurpation. spectacle displaying highest advantage republican government behold most least wealthy citizens standing same ranks private soldiers preeminently distinguished being army constitutionundeterred march 300 miles over rugged mountains approach inclement season other discouragement. nor ought omit acknowledge efficacious patriotic cooperation experienced chief magistrates states my requisitions addressed. every description citizens let praise given let persevere affectionate vigilance over precious depository american happiness constitution united states. let cherish too sake those every clime daily seeking dwelling land. calm moments reflection retraced origin progress insurrection let determine whether fomented combinations men careless consequences disregarding unerring truth those rouse always appease civil convulsion disseminated ignorance perversion facts suspicions jealousies accusations whole government. having thus fulfilled engagement took entered into office best my ability preserve protect defend constitution united states gentlemen people whom deputed rely support. arrangement possibility similar contingency naturally draw attention ought forgotten militia laws exhibited such striking defects supplied zeal citizens. besides extraordinary expense waste least defects every appeal those laws attended doubt success. devising establishing well regulated militia genuine source legislative honor perfect title public gratitude. therefore entertain hope present session pass without carrying full energy power organizing arming disciplining militia thus providing language constitution calling forth execute laws union suppress insurrections repel invasions. auxiliary state defense congress never too frequently recur omit inquire whether fortifications already licensed law commensurate exigencies. intelligence army under command general wayne happy presage military operations against hostile indians north ohio. advices forwarded advance made must damped ardor savages weakened obstinacy waging war against united states. yet even late hour power punish questioned unwilling cement lasting peace upon terms candor equity good neighborhood. toward none indian tribes overtures friendship spared. creeks particular covered encroachment imposition general government georgia. desire also remove discontents six nations settlement mediated presque isle lake erie suspended agent now endeavoring rectify misconception into may fallen. refrain again pressing upon deliberations plan recommended last session improvement harmony indians within limits fixing conducting trading houses upon principles then expressed. gentlemen house representatives time elapsed since commencement fiscal measures developed pecuniary resources open way definite plan redemption public debt. believed result such encourage congress consummate work without delay. nothing promote permanent welfare nation nothing grateful constituents. indeed whatsoever unfinished system public credit benefited procrastination far may practicable ought place credit grounds disturbed prevent progressive accumulation debt must ultimately endanger governments. estimate necessary appropriations including expenditures into driven insurrection submitted congress. gentlemen senate house representatives mint united states entered upon coinage precious metals considerable sums defective coins bullion lodged director individuals. there pleasing prospect institution remote day realize expectation originally formed utility. subsequent communications certain circumstances intercourse foreign nations transmitted congress. however may unseasonable announce my policy foreign transactions cultivate peace world observe treaties pure absolute faith check every deviation line impartiality explain may misapprehended correct may injurious nation having thus acquired right lose time acquiring ability insist upon justice being done ourselves. let unite therefore imploring supreme ruler nations spread holy protection over these united states turn machinations wicked confirming constitution enable times root out internal sedition put invasion flight perpetuate country prosperity goodness already conferred verify anticipations government being safeguard human rights. go. washington
